Skipping chr1:1-9898, already analyzed...
lik[8]=-295.768783 diff=4.103415e-02 alpha:3.140366 sr2:1.213267e-09
lik[11]=-295.766841 diff=1.941595e-03 alpha:4.000000 sr2:1.240457e-11
	-> Breaking EM(sr2) at iter:12, sqrt(sr2):8.884785e-07
likelihood: -295.766841
------------
	-> Only read nSites: 0 will therefore prepare next chromosome (or exit)

	-> NB NB output is no longer log probs of the frequency spectrum!
	-> Output is now simply the expected values! 
	-> You can convert to the old format simply with log(norm(x))
Skipping chr1:35264844-35267988, already analyzed...
Skipping chr1:35268489-35271374, already analyzed...
Skipping chr1:35271875-35272850, already analyzed...
Skipping chr1:35273351-35278953, already analyzed...
Skipping chr1:35279454-35283017, already analyzed...
Skipping chr1:35283518-35284917, already analyzed...
Skipping chr1:35285418-35286940, already analyzed...
Skipping chr1:35287441-35289261, already analyzed...
Skipping chr1:35289762-35292709, already analyzed...
Skipping chr1:35293210-35294493, already analyzed...
Skipping chr1:35294994-35298255, already analyzed...
Skipping chr1:35298756-35300574, already analyzed...
Skipping chr1:35301075-35304031, already analyzed...
Skipping chr1:35304532-35308172, already analyzed...
Skipping chr1:35308673-35310984, already analyzed...
Skipping chr1:35311485-35314139, already analyzed...
Skipping chr1:35314640-35317034, already analyzed...
Skipping chr1:35317535-35321320, already analyzed...
Skipping chr1:35321821-35324076, already analyzed...
Skipping chr1:35324577-35326822, already analyzed...
Skipping chr1:35327323-35330507, already analyzed...
Skipping chr1:35331008-35337795, already analyzed...
Skipping chr1:35338296-35339341, already analyzed...
Skipping chr1:35339842-35342050, already analyzed...
Skipping chr1:35342551-35346935, already analyzed...
Skipping chr1:35347436-35349671, already analyzed...
Skipping chr1:35350172-35354586, already analyzed...
Skipping chr1:35355087-35356581, already analyzed...
Skipping chr1:35357082-35359028, already analyzed...
Skipping chr1:35359529-35363052, already analyzed...
Skipping chr1:35363553-35364910, already analyzed...
Skipping chr1:35365411-35367506, already analyzed...
Skipping chr1:35368007-35369148, already analyzed...
Skipping chr1:35369649-35375116, already analyzed...
Skipping chr1:35375617-35382023, already analyzed...
Skipping chr1:35382524-35383861, already analyzed...
Skipping chr1:35384362-35385833, already analyzed...
Skipping chr1:35386334-35389349, already analyzed...
Skipping chr1:35389850-35390708, already analyzed...
Skipping chr1:35391209-35394951, already analyzed...
Skipping chr1:35395452-35399092, already analyzed...
Skipping chr1:35399593-35401390, already analyzed...
Skipping chr1:35401891-35404374, already analyzed...
Skipping chr1:35404875-35406890, already analyzed...
Skipping chr1:35407391-35408281, already analyzed...
Skipping chr1:35408782-35436255, already analyzed...
Skipping chr1:35436756-35439518, already analyzed...
Skipping chr1:35440019-35443335, already analyzed...
Skipping chr1:35443836-35447945, already analyzed...
Skipping chr1:35448446-35453597, already analyzed...
Skipping chr1:35454098-35464684, already analyzed...
Skipping chr1:35465185-35470761, already analyzed...
Skipping chr1:35471262-35472524, already analyzed...
Skipping chr1:35473025-35479670, already analyzed...
Skipping chr1:35480171-35482662, already analyzed...
Skipping chr1:35483163-35484633, already analyzed...
Skipping chr1:35485134-35487202, already analyzed...
Skipping chr1:35487703-35489168, already analyzed...
Skipping chr1:35489669-35491717, already analyzed...
Skipping chr1:35492218-35495781, already analyzed...
Skipping chr1:35496282-35500738, already analyzed...
Skipping chr1:35501239-35508585, already analyzed...
Skipping chr1:35509086-35511639, already analyzed...
Skipping chr1:35512140-35515664, already analyzed...
Skipping chr1:35516165-35520166, already analyzed...
Skipping chr1:35520667-35524648, already analyzed...
Skipping chr1:35525149-35533329, already analyzed...
Skipping chr1:35533830-35537965, already analyzed...
Skipping chr1:35538466-35543938, already analyzed...
Skipping chr1:35544439-35547934, already analyzed...
Skipping chr1:35548435-35550223, already analyzed...
Skipping chr1:35550724-35551744, already analyzed...
Skipping chr1:35552245-35556495, already analyzed...
Skipping chr1:35556996-35558133, already analyzed...
Skipping chr1:35558634-35561625, already analyzed...
Skipping chr1:35562126-35565048, already analyzed...
Skipping chr1:35565549-35568293, already analyzed...
Skipping chr1:35568794-35570552, already analyzed...
Skipping chr1:35571053-35574261, already analyzed...
Skipping chr1:35574762-35576597, already analyzed...
Skipping chr1:35577098-35581064, already analyzed...
Skipping chr1:35581565-35584877, already analyzed...
Skipping chr1:35585378-35587042, already analyzed...
Skipping chr1:35587543-35592104, already analyzed...
Skipping chr1:35592605-35595837, already analyzed...
Skipping chr1:35596338-35599868, already analyzed...
Skipping chr1:35600369-35603443, already analyzed...
Skipping chr1:35603944-35607568, already analyzed...
Skipping chr1:35608069-35612039, already analyzed...
Skipping chr1:35612540-35613907, already analyzed...
Skipping chr1:35614408-35615663, already analyzed...
Skipping chr1:35616164-35618121, already analyzed...
Skipping chr1:35618622-35624403, already analyzed...
Skipping chr1:35624904-35629291, already analyzed...
Skipping chr1:35629792-35635638, already analyzed...
Skipping chr1:35636139-35638963, already analyzed...
Skipping chr1:35639464-35643179, already analyzed...
Skipping chr1:35643680-35648349, already analyzed...
Skipping chr1:35648850-35655072, already analyzed...
Skipping chr1:35655573-35659855, already analyzed...
Skipping chr1:35660356-35663302, already analyzed...
Skipping chr1:35663803-35667572, already analyzed...
Skipping chr1:35668073-35671023, already analyzed...
Skipping chr1:35671524-35675007, already analyzed...
Skipping chr1:35675508-35680313, already analyzed...
Skipping chr1:35680814-35687197, already analyzed...
Skipping chr1:35687698-35691017, already analyzed...
Skipping chr1:35691518-35695748, already analyzed...
Skipping chr1:35696249-35700557, already analyzed...
Skipping chr1:35701058-35703175, already analyzed...
Skipping chr1:35703676-35705079, already analyzed...
Skipping chr1:35705580-35708840, already analyzed...
Skipping chr1:35709341-35710831, already analyzed...
Skipping chr1:35711332-35714289, already analyzed...
Skipping chr1:35714790-35719579, already analyzed...
Skipping chr1:35720080-35722131, already analyzed...
Skipping chr1:35722632-35724075, already analyzed...
Skipping chr1:35724576-35730811, already analyzed...
Skipping chr1:35731312-35736021, already analyzed...
Skipping chr1:35736522-35743844, already analyzed...
Skipping chr1:35744345-35751024, already analyzed...
Skipping chr1:35751525-35754774, already analyzed...
Skipping chr1:35755275-35757937, already analyzed...
Skipping chr1:35758438-35764531, already analyzed...
Skipping chr1:35765032-35768517, already analyzed...
Skipping chr1:35769018-35771897, already analyzed...
Skipping chr1:35772398-35776529, already analyzed...
Skipping chr1:35777030-35780782, already analyzed...
Skipping chr1:35781283-35783447, already analyzed...
Skipping chr1:35783948-35789254, already analyzed...
Skipping chr1:35789755-35791702, already analyzed...
Skipping chr1:35792203-35794984, already analyzed...
Skipping chr1:35795485-35799179, already analyzed...
Skipping chr1:35799680-35803653, already analyzed...
Skipping chr1:35804154-35807692, already analyzed...
Skipping chr1:35808193-35813315, already analyzed...
Skipping chr1:35813816-35822117, already analyzed...
Skipping chr1:35822618-35825729, already analyzed...
Skipping chr1:35826230-35828371, already analyzed...
Skipping chr1:35828872-35831424, already analyzed...
Skipping chr1:35831925-35839195, already analyzed...
Skipping chr1:35839696-35847044, already analyzed...
Skipping chr1:35847545-35851993, already analyzed...
Skipping chr1:35852494-35853820, already analyzed...
Skipping chr1:35854321-35859310, already analyzed...
Skipping chr1:35859811-35863261, already analyzed...
Skipping chr1:35863762-35866643, already analyzed...
Skipping chr1:35867144-35870041, already analyzed...
Skipping chr1:35870542-35872364, already analyzed...
Skipping chr1:35872865-35874704, already analyzed...
Skipping chr1:35875205-35879136, already analyzed...
Skipping chr1:35879637-35882577, already analyzed...
Skipping chr1:35883078-35885309, already analyzed...
Skipping chr1:35885810-35888705, already analyzed...
Skipping chr1:35889206-35891757, already analyzed...
Skipping chr1:35892258-35893957, already analyzed...
Skipping chr1:35894458-35899038, already analyzed...
Skipping chr1:35899539-35901277, already analyzed...
Skipping chr1:35901778-35908039, already analyzed...
Skipping chr1:35908540-35911793, already analyzed...
Skipping chr1:35912294-35915489, already analyzed...
Skipping chr1:35915990-35917337, already analyzed...
Skipping chr1:35917838-35921281, already analyzed...
Skipping chr1:35921782-35924502, already analyzed...
Skipping chr1:35925003-35930952, already analyzed...
Skipping chr1:35931453-35933846, already analyzed...
Skipping chr1:35934347-35937138, already analyzed...
Skipping chr1:35937639-35939758, already analyzed...
Skipping chr1:35940259-35944006, already analyzed...
Skipping chr1:35944507-35946439, already analyzed...
Skipping chr1:35946940-35952345, already analyzed...
Skipping chr1:35952846-35956998, already analyzed...
Skipping chr1:35957499-35960297, already analyzed...
Skipping chr1:35960798-35965275, already analyzed...
Skipping chr1:35965776-35968823, already analyzed...
Skipping chr1:35969324-35975975, already analyzed...
Skipping chr1:35976476-35979747, already analyzed...

Building SFS for region: chr1:35980248-35982006

35980248-35982006
	-> Version of fname:../01.input/saf_p_ery_allsites.saf.idx is:2
	-> Assuming .saf.gz file: ../01.input/saf_p_ery_allsites.saf.gz
	-> Assuming .saf.pos.gz: ../01.input/saf_p_ery_allsites.saf.pos.gz
	-> Version of fname:../01.input/saf_p_fra_allsites.saf.idx is:2
	-> Assuming .saf.gz file: ../01.input/saf_p_fra_allsites.saf.gz
	-> Assuming .saf.pos.gz: ../01.input/saf_p_fra_allsites.saf.pos.gz
	-> args: tole:0.000001 nthreads:1 maxiter:100 nsites:0 start:(null) chr:chr1 start:35980247 stop:35982006 fstout:(null) oldout:0 seed:1614253613 bootstrap:0 resample_chr:0 whichFst:0 fold:0 ref:(null) anc:(null)
	-> Multi SFS is 'still' under development. Please report strange behaviour
	-> generating offset remapper lookup for flux cascade curves
will breakk
	-> nSites: 1759
	-> The choice of -nSites will require atleast: 0.174461 megabyte memory, that is at least: 0.00% of total memory
	-> dim(../01.input/saf_p_ery_allsites.saf.idx):11
	-> dim(../01.input/saf_p_fra_allsites.saf.idx):11
	-> Dimension of parameter space: 121
	-> Done reading data from chromosome will prepare next chromosome
	-> hello Im the master merge part of realSFS. and I'll now do a tripple bypass to find intersect 
	-> 1) Will set iter according to chooseChr and start and stop, and possibly using -sites
	-> Sites to keep[chr1] from pop0:	1701
	-> Sites to keep[chr1] from pop1:	1701
	-> [readdata] lastread:1701 posi:35980268
	-> Comparing positions: 1 with 0 has:1701
	-> Will run optimization on nSites: 1701
------------
startlik=-10153.790326
lik[2]=-394.918314 diff=9.758872e+03 alpha:1.000000 sr2:9.169834e-01
lik[5]=-394.851780 diff=6.653369e-02 alpha:1.245176 sr2:5.836669e-08
lik[8]=-394.850528 diff=1.252227e-03 alpha:2.846783 sr2:2.682851e-10
	-> Breaking EM(sr2) at iter:9, sqrt(sr2):4.246429e-07
likelihood: -394.850528
------------
	-> Only read nSites: 0 will therefore prepare next chromosome (or exit)

	-> NB NB output is no longer log probs of the frequency spectrum!
	-> Output is now simply the expected values! 
	-> You can convert to the old format simply with log(norm(x))

Building SFS for region: chr1:35982507-35989085

35982507-35989085
	-> Version of fname:../01.input/saf_p_ery_allsites.saf.idx is:2
	-> Assuming .saf.gz file: ../01.input/saf_p_ery_allsites.saf.gz
	-> Assuming .saf.pos.gz: ../01.input/saf_p_ery_allsites.saf.pos.gz
	-> Version of fname:../01.input/saf_p_fra_allsites.saf.idx is:2
	-> Assuming .saf.gz file: ../01.input/saf_p_fra_allsites.saf.gz
	-> Assuming .saf.pos.gz: ../01.input/saf_p_fra_allsites.saf.pos.gz
	-> args: tole:0.000001 nthreads:1 maxiter:100 nsites:0 start:(null) chr:chr1 start:35982506 stop:35989085 fstout:(null) oldout:0 seed:1614253633 bootstrap:0 resample_chr:0 whichFst:0 fold:0 ref:(null) anc:(null)
	-> Multi SFS is 'still' under development. Please report strange behaviour
	-> generating offset remapper lookup for flux cascade curves
will breakk
	-> nSites: 6579
	-> The choice of -nSites will require atleast: 0.652519 megabyte memory, that is at least: 0.00% of total memory
	-> dim(../01.input/saf_p_ery_allsites.saf.idx):11
	-> dim(../01.input/saf_p_fra_allsites.saf.idx):11
	-> Dimension of parameter space: 121
	-> Done reading data from chromosome will prepare next chromosome
	-> hello Im the master merge part of realSFS. and I'll now do a tripple bypass to find intersect 
	-> 1) Will set iter according to chooseChr and start and stop, and possibly using -sites
	-> Sites to keep[chr1] from pop0:	6439
	-> Sites to keep[chr1] from pop1:	6439
	-> [readdata] lastread:6439 posi:35982510
	-> Comparing positions: 1 with 0 has:6439
	-> Will run optimization on nSites: 6439
------------
startlik=-30278.027254
lik[2]=-693.541638 diff=2.958449e+04 alpha:1.000000 sr2:9.519899e-01
lik[5]=-693.302584 diff=2.390539e-01 alpha:1.073127 sr2:4.851244e-08
lik[8]=-693.251349 diff=5.123442e-02 alpha:3.176988 sr2:9.898501e-11
	-> Breaking EM(sr2) at iter:9, sqrt(sr2):9.379124e-08
likelihood: -693.251349
------------
	-> Only read nSites: 0 will therefore prepare next chromosome (or exit)

	-> NB NB output is no longer log probs of the frequency spectrum!
	-> Output is now simply the expected values! 
	-> You can convert to the old format simply with log(norm(x))
Skipping chr1:35989586-35995509, already analyzed...
Skipping chr1:35996010-35996854, already analyzed...
Skipping chr1:35997355-36001196, already analyzed...
Skipping chr1:36001697-36005308, already analyzed...
Skipping chr1:36005809-36007203, already analyzed...
Skipping chr1:36007704-36012275, already analyzed...
Skipping chr1:36012776-36019425, already analyzed...
Skipping chr1:36019926-36023045, already analyzed...
Skipping chr1:36023546-36025933, already analyzed...
Skipping chr1:36026434-36028581, already analyzed...
Skipping chr1:36029082-36030844, already analyzed...
Skipping chr1:36031345-36034177, already analyzed...

Building SFS for region: chr1:36034678-36037971

36034678-36037971
	-> Version of fname:../01.input/saf_p_ery_allsites.saf.idx is:2
	-> Assuming .saf.gz file: ../01.input/saf_p_ery_allsites.saf.gz
	-> Assuming .saf.pos.gz: ../01.input/saf_p_ery_allsites.saf.pos.gz
	-> Version of fname:../01.input/saf_p_fra_allsites.saf.idx is:2
	-> Assuming .saf.gz file: ../01.input/saf_p_fra_allsites.saf.gz
	-> Assuming .saf.pos.gz: ../01.input/saf_p_fra_allsites.saf.pos.gz
	-> args: tole:0.000001 nthreads:1 maxiter:100 nsites:0 start:(null) chr:chr1 start:36034677 stop:36037971 fstout:(null) oldout:0 seed:1614253651 bootstrap:0 resample_chr:0 whichFst:0 fold:0 ref:(null) anc:(null)
	-> Multi SFS is 'still' under development. Please report strange behaviour
	-> generating offset remapper lookup for flux cascade curves
will breakk
	-> nSites: 3294
	-> The choice of -nSites will require atleast: 0.326706 megabyte memory, that is at least: 0.00% of total memory
	-> dim(../01.input/saf_p_ery_allsites.saf.idx):11
	-> dim(../01.input/saf_p_fra_allsites.saf.idx):11
	-> Dimension of parameter space: 121
	-> Done reading data from chromosome will prepare next chromosome
	-> hello Im the master merge part of realSFS. and I'll now do a tripple bypass to find intersect 
	-> 1) Will set iter according to chooseChr and start and stop, and possibly using -sites
	-> Sites to keep[chr1] from pop0:	3231
	-> Sites to keep[chr1] from pop1:	3231
	-> [readdata] lastread:3231 posi:36034726
	-> Comparing positions: 1 with 0 has:3231
	-> Will run optimization on nSites: 3231
------------
startlik=-17720.469875
lik[2]=-2020.208525 diff=1.570026e+04 alpha:1.000000 sr2:8.096674e-01
lik[5]=-2018.885727 diff=1.322798e+00 alpha:1.271505 sr2:2.322463e-07
lik[8]=-2018.678770 diff=2.069571e-01 alpha:4.000000 sr2:1.944527e-09
lik[11]=-2018.667108 diff=1.166198e-02 alpha:1.940119 sr2:3.106918e-11
	-> Breaking EM(sr2) at iter:12, sqrt(sr2):4.387926e-07
likelihood: -2018.667108
------------
	-> Only read nSites: 0 will therefore prepare next chromosome (or exit)

	-> NB NB output is no longer log probs of the frequency spectrum!
	-> Output is now simply the expected values! 
	-> You can convert to the old format simply with log(norm(x))

Building SFS for region: chr1:36038472-36042518

36038472-36042518
	-> Version of fname:../01.input/saf_p_ery_allsites.saf.idx is:2
	-> Assuming .saf.gz file: ../01.input/saf_p_ery_allsites.saf.gz
	-> Assuming .saf.pos.gz: ../01.input/saf_p_ery_allsites.saf.pos.gz
	-> Version of fname:../01.input/saf_p_fra_allsites.saf.idx is:2
	-> Assuming .saf.gz file: ../01.input/saf_p_fra_allsites.saf.gz
	-> Assuming .saf.pos.gz: ../01.input/saf_p_fra_allsites.saf.pos.gz
	-> args: tole:0.000001 nthreads:1 maxiter:100 nsites:0 start:(null) chr:chr1 start:36038471 stop:36042518 fstout:(null) oldout:0 seed:1614253671 bootstrap:0 resample_chr:0 whichFst:0 fold:0 ref:(null) anc:(null)
	-> Multi SFS is 'still' under development. Please report strange behaviour
	-> generating offset remapper lookup for flux cascade curves
will breakk
	-> nSites: 4047
	-> The choice of -nSites will require atleast: 0.401390 megabyte memory, that is at least: 0.00% of total memory
	-> dim(../01.input/saf_p_ery_allsites.saf.idx):11
	-> dim(../01.input/saf_p_fra_allsites.saf.idx):11
	-> Dimension of parameter space: 121
	-> Done reading data from chromosome will prepare next chromosome
	-> hello Im the master merge part of realSFS. and I'll now do a tripple bypass to find intersect 
	-> 1) Will set iter according to chooseChr and start and stop, and possibly using -sites
	-> Sites to keep[chr1] from pop0:	3919
	-> Sites to keep[chr1] from pop1:	3919
	-> [readdata] lastread:3919 posi:36038520
	-> Comparing positions: 1 with 0 has:3919
	-> Will run optimization on nSites: 3919
------------
startlik=-17932.990185
lik[2]=-441.906051 diff=1.749108e+04 alpha:1.000000 sr2:9.158406e-01
lik[5]=-439.938691 diff=1.967360e+00 alpha:1.121903 sr2:2.105924e-06
lik[8]=-439.719435 diff=2.192556e-01 alpha:4.000000 sr2:4.638314e-09
lik[11]=-439.690082 diff=2.935311e-02 alpha:3.090366 sr2:5.828660e-11
	-> Breaking EM(sq2) at iter:13, sqrt(sq2):9.777422e-07
likelihood: -439.690082
------------
	-> Only read nSites: 0 will therefore prepare next chromosome (or exit)

	-> NB NB output is no longer log probs of the frequency spectrum!
	-> Output is now simply the expected values! 
	-> You can convert to the old format simply with log(norm(x))

Building SFS for region: chr1:36043019-36045875

36043019-36045875
	-> Version of fname:../01.input/saf_p_ery_allsites.saf.idx is:2
	-> Assuming .saf.gz file: ../01.input/saf_p_ery_allsites.saf.gz
	-> Assuming .saf.pos.gz: ../01.input/saf_p_ery_allsites.saf.pos.gz
	-> Version of fname:../01.input/saf_p_fra_allsites.saf.idx is:2
	-> Assuming .saf.gz file: ../01.input/saf_p_fra_allsites.saf.gz
	-> Assuming .saf.pos.gz: ../01.input/saf_p_fra_allsites.saf.pos.gz
	-> args: tole:0.000001 nthreads:1 maxiter:100 nsites:0 start:(null) chr:chr1 start:36043018 stop:36045875 fstout:(null) oldout:0 seed:1614253689 bootstrap:0 resample_chr:0 whichFst:0 fold:0 ref:(null) anc:(null)
	-> Multi SFS is 'still' under development. Please report strange behaviour
	-> generating offset remapper lookup for flux cascade curves
will breakk
	-> nSites: 2857
	-> The choice of -nSites will require atleast: 0.283363 megabyte memory, that is at least: 0.00% of total memory
	-> dim(../01.input/saf_p_ery_allsites.saf.idx):11
	-> dim(../01.input/saf_p_fra_allsites.saf.idx):11
	-> Dimension of parameter space: 121
	-> Done reading data from chromosome will prepare next chromosome
	-> hello Im the master merge part of realSFS. and I'll now do a tripple bypass to find intersect 
	-> 1) Will set iter according to chooseChr and start and stop, and possibly using -sites
	-> Sites to keep[chr1] from pop0:	2527
	-> Sites to keep[chr1] from pop1:	2527
	-> [readdata] lastread:2527 posi:36043077
	-> Comparing positions: 1 with 0 has:2527
	-> Will run optimization on nSites: 2527
------------
startlik=-12396.863775
lik[2]=-1023.121342 diff=1.137374e+04 alpha:1.000000 sr2:5.738337e-01
lik[5]=-992.249789 diff=3.087155e+01 alpha:1.186898 sr2:6.188611e-04
lik[8]=-989.862862 diff=2.386927e+00 alpha:2.108235 sr2:4.521341e-07
lik[11]=-989.677969 diff=1.848928e-01 alpha:4.000000 sr2:2.968202e-09
lik[14]=-989.610812 diff=6.715696e-02 alpha:4.407246 sr2:6.876426e-10
lik[17]=-989.601222 diff=9.590639e-03 alpha:1.804874 sr2:1.542810e-10
lik[20]=-989.589973 diff=1.124829e-02 alpha:10.685708 sr2:3.491384e-11
	-> Breaking EM(sq2) at iter:22, sqrt(sq2):7.081385e-07
likelihood: -989.589973
------------
	-> Only read nSites: 0 will therefore prepare next chromosome (or exit)

	-> NB NB output is no longer log probs of the frequency spectrum!
	-> Output is now simply the expected values! 
	-> You can convert to the old format simply with log(norm(x))

Building SFS for region: chr1:36046376-36048507

36046376-36048507
	-> Version of fname:../01.input/saf_p_ery_allsites.saf.idx is:2
	-> Assuming .saf.gz file: ../01.input/saf_p_ery_allsites.saf.gz
	-> Assuming .saf.pos.gz: ../01.input/saf_p_ery_allsites.saf.pos.gz
	-> Version of fname:../01.input/saf_p_fra_allsites.saf.idx is:2
	-> Assuming .saf.gz file: ../01.input/saf_p_fra_allsites.saf.gz
	-> Assuming .saf.pos.gz: ../01.input/saf_p_fra_allsites.saf.pos.gz
	-> args: tole:0.000001 nthreads:1 maxiter:100 nsites:0 start:(null) chr:chr1 start:36046375 stop:36048507 fstout:(null) oldout:0 seed:1614253709 bootstrap:0 resample_chr:0 whichFst:0 fold:0 ref:(null) anc:(null)
	-> Multi SFS is 'still' under development. Please report strange behaviour
	-> generating offset remapper lookup for flux cascade curves
will breakk
	-> nSites: 2132
	-> The choice of -nSites will require atleast: 0.211456 megabyte memory, that is at least: 0.00% of total memory
	-> dim(../01.input/saf_p_ery_allsites.saf.idx):11
	-> dim(../01.input/saf_p_fra_allsites.saf.idx):11
	-> Dimension of parameter space: 121
	-> Done reading data from chromosome will prepare next chromosome
	-> hello Im the master merge part of realSFS. and I'll now do a tripple bypass to find intersect 
	-> 1) Will set iter according to chooseChr and start and stop, and possibly using -sites
	-> Sites to keep[chr1] from pop0:	1319
	-> Sites to keep[chr1] from pop1:	1319
	-> [readdata] lastread:1319 posi:36046389
	-> Comparing positions: 1 with 0 has:1319
	-> Will run optimization on nSites: 1319
------------
startlik=-5810.381853
lik[2]=-152.808855 diff=5.657573e+03 alpha:1.000000 sr2:9.207791e-01
lik[5]=-151.995399 diff=8.134553e-01 alpha:1.400920 sr2:1.185182e-07
	-> Breaking EM(sq2) at iter:7, sqrt(sq2):6.176498e-07
likelihood: -151.995399
------------
	-> Only read nSites: 0 will therefore prepare next chromosome (or exit)

	-> NB NB output is no longer log probs of the frequency spectrum!
	-> Output is now simply the expected values! 
	-> You can convert to the old format simply with log(norm(x))
Skipping chr1:36049008-36052338, already analyzed...
Skipping chr1:36052839-36058052, already analyzed...
Skipping chr1:36058553-36060457, already analyzed...
Skipping chr1:36060958-36068125, already analyzed...
Skipping chr1:36068626-36070322, already analyzed...
Skipping chr1:36070823-36072789, already analyzed...
Skipping chr1:36073290-36076200, already analyzed...
Skipping chr1:36076701-36081002, already analyzed...
Skipping chr1:36081503-36083069, already analyzed...
Skipping chr1:36083570-36084983, already analyzed...
Skipping chr1:36085484-36090781, already analyzed...
Skipping chr1:36091282-36092543, already analyzed...
Skipping chr1:36093044-36094387, already analyzed...
Skipping chr1:36094888-36095762, already analyzed...
Skipping chr1:36096263-36097627, already analyzed...
Skipping chr1:36098128-36102722, already analyzed...
Skipping chr1:36103223-36105328, already analyzed...
Skipping chr1:36105829-36108100, already analyzed...
Skipping chr1:36108601-36110049, already analyzed...
Skipping chr1:36110550-36114317, already analyzed...
Skipping chr1:36114818-36118472, already analyzed...
Skipping chr1:36118973-36120868, already analyzed...
Skipping chr1:36121369-36122591, already analyzed...
Skipping chr1:36123092-36129787, already analyzed...
Skipping chr1:36130288-36133884, already analyzed...
Skipping chr1:36134385-36136343, already analyzed...
Skipping chr1:36136844-36157449, already analyzed...
Skipping chr1:36157950-36159518, already analyzed...
Skipping chr1:36160019-36161907, already analyzed...
Skipping chr1:36162408-36166915, already analyzed...
Skipping chr1:36167416-36174734, already analyzed...
Skipping chr1:36175235-36176191, already analyzed...
Skipping chr1:36176692-36181377, already analyzed...
Skipping chr1:36181878-36183893, already analyzed...
Skipping chr1:36184394-36188700, already analyzed...
Skipping chr1:36189201-36190397, already analyzed...
Skipping chr1:36190898-36192236, already analyzed...
Skipping chr1:36192737-36196462, already analyzed...
Skipping chr1:36196963-36198911, already analyzed...
Skipping chr1:36199412-36201243, already analyzed...
Skipping chr1:36201744-36204150, already analyzed...
Skipping chr1:36204651-36207398, already analyzed...
Skipping chr1:36207899-36210530, already analyzed...
Skipping chr1:36211031-36216064, already analyzed...
Skipping chr1:36216565-36218255, already analyzed...
Skipping chr1:36218756-36225347, already analyzed...
Skipping chr1:36225848-36231201, already analyzed...
Skipping chr1:36231702-36236468, already analyzed...
Skipping chr1:36236969-36240623, already analyzed...
Skipping chr1:36241124-36244943, already analyzed...
Skipping chr1:36245444-36247130, already analyzed...
Skipping chr1:36247631-36251625, already analyzed...
Skipping chr1:36252126-36255499, already analyzed...
Skipping chr1:36256000-36258626, already analyzed...
Skipping chr1:36259127-36260767, already analyzed...
Skipping chr1:36261268-36262388, already analyzed...
Skipping chr1:36262889-36264250, already analyzed...
Skipping chr1:36264751-36267950, already analyzed...
Skipping chr1:36268451-36270234, already analyzed...
Skipping chr1:36270735-36272945, already analyzed...
Skipping chr1:36273446-36276105, already analyzed...
Skipping chr1:36276606-36281291, already analyzed...
Skipping chr1:36281792-36285178, already analyzed...
Skipping chr1:36285679-36286758, already analyzed...
Skipping chr1:36287259-36290108, already analyzed...
Skipping chr1:36290609-36293257, already analyzed...
Skipping chr1:36293758-36297649, already analyzed...
Skipping chr1:36298150-36299588, already analyzed...
Skipping chr1:36300089-36302560, already analyzed...
Skipping chr1:36303061-36308685, already analyzed...
Skipping chr1:36309186-36314119, already analyzed...
Skipping chr1:36314620-36317094, already analyzed...
Skipping chr1:36317595-36318418, already analyzed...
Skipping chr1:36318919-36324819, already analyzed...
Skipping chr1:36325320-36326447, already analyzed...
Skipping chr1:36326948-36329848, already analyzed...
Skipping chr1:36330349-36334629, already analyzed...
Skipping chr1:36335130-36337177, already analyzed...
Skipping chr1:36337678-36340134, already analyzed...
Skipping chr1:36340635-36342522, already analyzed...
Skipping chr1:36343023-36346294, already analyzed...
Skipping chr1:36346795-36348562, already analyzed...
Skipping chr1:36349063-36352989, already analyzed...
Skipping chr1:36353490-36358779, already analyzed...
Skipping chr1:36359280-36364674, already analyzed...
Skipping chr1:36365175-36369458, already analyzed...
Skipping chr1:36369959-36371951, already analyzed...
Skipping chr1:36372452-36375270, already analyzed...
Skipping chr1:36375771-36378833, already analyzed...
Skipping chr1:36379334-36382228, already analyzed...
Skipping chr1:36382729-36383646, already analyzed...
Skipping chr1:36384147-36386206, already analyzed...
Skipping chr1:36386707-36389246, already analyzed...
Skipping chr1:36389747-36392508, already analyzed...
Skipping chr1:36393009-36397606, already analyzed...
Skipping chr1:36398107-36399664, already analyzed...
Skipping chr1:36400165-36405937, already analyzed...
Skipping chr1:36406438-36409892, already analyzed...
Skipping chr1:36410393-36412784, already analyzed...
Skipping chr1:36413285-36415200, already analyzed...
Skipping chr1:36415701-36419339, already analyzed...
Skipping chr1:36419840-36421857, already analyzed...
Skipping chr1:36422358-36423297, already analyzed...
Skipping chr1:36423798-36427214, already analyzed...
Skipping chr1:36427715-36429892, already analyzed...
Skipping chr1:36430393-36432225, already analyzed...
Skipping chr1:36432726-36437959, already analyzed...
Skipping chr1:36438460-36440471, already analyzed...
Skipping chr1:36440972-36445044, already analyzed...
Skipping chr1:36445545-36449041, already analyzed...
Skipping chr1:36449542-36453474, already analyzed...
Skipping chr1:36453975-36457805, already analyzed...
Skipping chr1:36458306-36460061, already analyzed...
Skipping chr1:36460562-36462078, already analyzed...
Skipping chr1:36462579-36463320, already analyzed...
Skipping chr1:36463821-36466379, already analyzed...
Skipping chr1:36466880-36469603, already analyzed...
Skipping chr1:36470104-36473154, already analyzed...
Skipping chr1:36473655-36476930, already analyzed...
